time,re,x,y,U_x,U_y,p
0.0,100.0,0.9296875,0.6484375,0.0,0.0,0.0
3.0,724.4897959183675,0.3046875,0.1796875,-0.0223255,0.00911947,0.000454249
6.0,283.6734693877551,0.8203125,0.7421875,-0.0310817,-0.278256,-0.0633066
6.0,504.08163265306126,0.2734375,0.4296875,-0.068048,0.0934704,-0.00659613
10.0,981.6326530612246,0.0703125,0.0546875,-0.00248653,0.00176384,-1.93459e-05
4.0,338.7755102040817,0.5859375,0.6328125,-0.127145,0.137207,-0.055789
7.0,797.9591836734694,0.3828125,0.2890625,-0.0885491,0.0301309,-0.00139282
0.0,136.73469387755102,0.7109375,0.5390625,0.0,0.0,0.0
3.0,651.0204081632653,0.3515625,0.1484375,-0.0252339,0.00629938,0.000873938
6.0,100.0,0.6015625,0.5703125,-0.215489,-0.0306841,-0.0508954
9.0,944.8979591836736,0.3046875,0.0859375,-0.0331452,0.00537156,7.93521e-05
1.0,504.08163265306126,0.9921875,0.4609375,-0.00013156,-0.00629345,0.00774317
4.0,981.6326530612246,0.5703125,0.2421875,-0.0429909,-0.00464434,0.00239748
9.0,375.5102040816327,0.1953125,0.4609375,-0.0668469,0.172158,-0.0136849
10.0,651.0204081632653,0.6640625,0.7578125,0.156066,-0.0565981,-0.0740998
3.0,540.8163265306123,0.9296875,0.4765625,-0.00727364,-0.0422414,0.00294599
5.0,246.9387755102041,0.8515625,0.4296875,-0.108623,-0.162557,-0.00143189
0.0,504.08163265306126,0.5703125,0.5078125,0.0,0.0,0.0
10.0,357.1428571428572,0.9453125,0.9921875,0.726612,-0.0252759,0.324831
5.0,1000.0,0.8984375,0.5390625,-0.177749,-0.296111,-0.00713322
0.0,687.7551020408164,0.1171875,0.0703125,0.0,0.0,0.0
6.0,687.7551020408164,0.2421875,0.2421875,-0.0404129,0.0300225,-0.000565739
1.0,136.73469387755102,0.2109375,0.6484375,-0.0671248,0.109732,-0.0204576
1.0,540.8163265306123,0.1171875,0.6484375,-0.0167129,0.0549376,-0.00637323
0.0,155.10204081632654,0.8984375,0.7578125,0.0,0.0,0.0
1.0,246.9387755102041,0.8984375,0.9609375,0.4708,-0.0842164,0.0899019
9.0,963.265306122449,0.2734375,0.7265625,0.0396405,0.176122,-0.0195082
1.0,706.1224489795919,0.7265625,0.6171875,-0.0526487,-0.0262167,0.00446904
10.0,577.5510204081634,0.9296875,0.4765625,-0.0726319,-0.235645,-0.0159125
4.0,963.265306122449,0.7265625,0.4765625,-0.212628,-0.0737695,-0.000644449
10.0,412.2448979591837,0.2890625,0.2890625,-0.134395,0.0989254,-0.00545464
9.0,779.591836734694,0.3828125,0.3984375,-0.200369,0.18101,-0.021488
1.0,1000.0,0.5390625,0.3984375,-0.0219767,-0.00030278,0.00117369
8.0,724.4897959183675,0.5546875,0.7578125,0.182784,0.0836177,-0.0692693
8.0,816.3265306122449,0.7890625,0.1640625,-0.0111821,-0.0156356,0.000980276
9.0,210.20408163265307,0.4453125,0.8359375,0.17804,0.121294,-0.0627642
5.0,706.1224489795919,0.8671875,0.1015625,-0.00393662,-0.00440202,0.00284044
10.0,448.9795918367347,0.5078125,0.2109375,-0.194088,0.00284604,-0.00397179
6.0,412.2448979591837,0.9609375,0.6640625,-0.0420758,-0.321328,-0.0250611
10.0,100.0,0.9921875,0.9296875,-0.0205441,-0.222606,0.510644
4.0,797.9591836734694,0.6796875,0.8359375,0.170106,0.0704022,-0.0499349
8.0,357.1428571428572,0.8984375,0.3984375,-0.0651689,-0.131938,-0.00694881
8.0,632.6530612244899,0.4609375,0.3046875,-0.210401,0.0590377,-0.00736911
9.0,632.6530612244899,0.9140625,0.9765625,0.572093,-0.0485451,0.126786
9.0,136.73469387755102,0.3671875,0.4453125,-0.160283,0.134778,-0.0228721
8.0,504.08163265306126,0.7890625,0.8046875,0.102476,-0.111859,-0.0491244
4.0,283.6734693877551,0.8359375,0.0390625,-0.00289749,-0.00100329,0.00528222
5.0,651.0204081632653,0.7265625,0.4140625,-0.243788,-0.110624,-0.00455002
5.0,412.2448979591837,0.3984375,0.2578125,-0.0742365,0.0210661,0.000170693
8.0,706.1224489795919,0.9140625,0.3515625,-0.0289205,-0.0494858,-0.00226161
0.0,779.591836734694,0.1484375,0.1171875,0.0,0.0,0.0
0.0,651.0204081632653,0.6953125,0.7890625,0.0,0.0,0.0
7.0,504.08163265306126,0.1796875,0.2734375,-0.0391837,0.0475518,-0.00137751
5.0,614.2857142857143,0.6640625,0.1953125,-0.0396983,-0.0224762,0.0031179
7.0,448.9795918367347,0.5390625,0.3671875,-0.276259,0.0336479,-0.0187556
0.0,834.6938775510205,0.1953125,0.9140625,0.0,0.0,0.0
3.0,614.2857142857143,0.6484375,0.8515625,0.102965,0.0956418,-0.0404894
0.0,944.8979591836736,0.9921875,0.2578125,0.0,0.0,0.0
9.0,338.7755102040817,0.2265625,0.3515625,-0.0934515,0.11726,-0.00652852
4.0,375.5102040816327,0.1015625,0.4140625,-0.0112105,0.051569,-0.00400928
4.0,265.30612244897964,0.5078125,0.2109375,-0.0700101,-5.54082e-05,0.00259027
4.0,944.8979591836736,0.9765625,0.6015625,-0.00886006,-0.0528504,-0.00519876
10.0,375.5102040816327,0.5390625,0.6953125,0.088633,0.0629972,-0.0945951
10.0,595.9183673469388,0.4609375,0.6328125,0.0275473,0.152339,-0.083044
8.0,706.1224489795919,0.3671875,0.2734375,-0.11106,0.044624,-0.00221702
5.0,797.9591836734694,0.5703125,0.5234375,-0.226954,0.136456,-0.0293284
1.0,246.9387755102041,0.5546875,0.7734375,-0.114204,0.0272984,-0.0141774
3.0,944.8979591836736,0.1171875,0.5078125,-0.00869888,0.0390076,-0.00307485
8.0,614.2857142857143,0.7578125,0.5078125,-0.191888,-0.23229,-0.0618607
10.0,412.2448979591837,0.1171875,0.8828125,-0.0377286,0.154664,-0.0254658
0.0,577.5510204081634,0.6484375,0.8359375,0.0,0.0,0.0
5.0,448.9795918367347,0.3515625,0.3515625,-0.0774451,0.0496225,-0.00238507
1.0,448.9795918367347,0.0234375,0.3046875,-0.000386236,0.00698519,-0.000803713
8.0,1000.0,0.3359375,0.9453125,0.132532,0.0411376,-0.0115586
7.0,412.2448979591837,0.6328125,0.1171875,-0.0398508,-0.0138336,0.0018533
0.0,706.1224489795919,0.3671875,0.8046875,0.0,0.0,0.0
1.0,504.08163265306126,0.5859375,0.2578125,-0.022328,-0.00309945,0.00271122
6.0,393.8775510204082,0.4609375,0.5859375,-0.0968483,0.204845,-0.0499885
4.0,761.2244897959184,0.6015625,0.1953125,-0.0411524,-0.00768278,0.00300699
9.0,357.1428571428572,0.2734375,0.0546875,-0.0209479,0.00319436,-0.000463727
10.0,687.7551020408164,0.0390625,0.8046875,-0.000951363,0.0718453,-0.0204081
8.0,595.9183673469388,0.8515625,0.5078125,-0.204518,-0.384672,-0.0332326
3.0,797.9591836734694,0.7109375,0.9921875,0.887797,0.000510898,-0.0367889
7.0,724.4897959183675,0.3984375,0.7265625,0.0682852,0.199625,-0.03264
0.0,357.1428571428572,0.0703125,0.2734375,0.0,0.0,0.0
0.0,504.08163265306126,0.6640625,0.9765625,0.0,0.0,0.0
8.0,540.8163265306123,0.2578125,0.4140625,-0.0914356,0.130025,-0.00897584
8.0,357.1428571428572,0.3046875,0.3828125,-0.134475,0.13339,-0.010976
0.0,632.6530612244899,0.8203125,0.6328125,0.0,0.0,0.0
7.0,504.08163265306126,0.4765625,0.0234375,-0.0133762,-7.57164e-05,0.00113248
4.0,191.8367346938776,0.9453125,0.0703125,-0.000132372,-0.000142235,0.00510392
2.0,283.6734693877551,0.8046875,0.6171875,-0.222443,-0.169102,-0.00129018
2.0,246.9387755102041,0.6171875,0.6796875,-0.159144,0.0696139,-0.0250379
2.0,834.6938775510205,0.1015625,0.9765625,0.158681,0.0533811,-0.011751
10.0,706.1224489795919,0.1015625,0.0234375,-0.00151008,0.000361199,-0.00012747
2.0,595.9183673469388,0.3046875,0.8671875,-0.0517254,0.0673538,-0.0110904
9.0,136.73469387755102,0.1484375,0.4921875,-0.0417112,0.160771,-0.016675
0.0,779.591836734694,0.0390625,0.7578125,0.0,0.0,0.0
3.0,504.08163265306126,0.1640625,0.8515625,-0.0508224,0.109231,-0.014734
8.0,448.9795918367347,0.0703125,0.7109375,0.000773014,0.120665,-0.0212391
8.0,595.9183673469388,0.8671875,0.2109375,-0.00845704,-0.0107168,-0.000388295
4.0,614.2857142857143,0.2265625,0.1484375,-0.0206873,0.0105037,0.000205758
6.0,136.73469387755102,0.5546875,0.3828125,-0.213178,-0.0110675,-0.0115249
7.0,246.9387755102041,0.2421875,0.0390625,-0.0118136,0.00150207,-0.000464678
10.0,357.1428571428572,0.6796875,0.1171875,-0.0516742,-0.0237836,0.000664003
6.0,210.20408163265307,0.5234375,0.9765625,0.797203,0.00387042,-0.0534889
4.0,357.1428571428572,0.2578125,0.8359375,-0.0366153,0.115101,-0.018495
9.0,448.9795918367347,0.3828125,0.0078125,-0.00478061,6.74608e-05,-0.00019412
10.0,944.8979591836736,0.3359375,0.2734375,-0.134244,0.0771935,-0.00359685
8.0,724.4897959183675,0.7734375,0.6953125,0.0262487,-0.181589,-0.0629071
7.0,393.8775510204082,0.8671875,0.2109375,-0.00982942,-0.0131655,-3.25061e-05
0.0,191.8367346938776,0.9296875,0.2578125,0.0,0.0,0.0
10.0,246.9387755102041,0.4296875,0.3359375,-0.225168,0.0800069,-0.0173011
0.0,100.0,0.2421875,0.5078125,0.0,0.0,0.0
6.0,687.7551020408164,0.7265625,0.1171875,-0.0169388,-0.0110255,0.00229661
0.0,540.8163265306123,0.8046875,0.3515625,0.0,0.0,0.0
6.0,191.8367346938776,0.9140625,0.4296875,-0.0393347,-0.107215,-0.00519104
3.0,706.1224489795919,0.1171875,0.3984375,-0.00870809,0.031822,-0.00201168
9.0,779.591836734694,0.6171875,0.8671875,0.254283,0.0236282,-0.0527412
10.0,504.08163265306126,0.4765625,0.8515625,0.241753,0.0932804,-0.0560137
5.0,210.20408163265307,0.6796875,0.7578125,0.064439,-0.0176699,-0.0911996
8.0,981.6326530612246,0.5234375,0.2109375,-0.0935956,-0.00760306,0.000412708
3.0,393.8775510204082,0.6796875,0.9921875,0.920737,0.000174154,-0.0476205
2.0,393.8775510204082,0.4296875,0.8671875,-0.0187569,0.0624138,-0.0170065
2.0,908.1632653061224,0.3515625,0.5234375,-0.0308536,0.0255728,-0.00220694
7.0,595.9183673469388,0.9140625,0.2421875,-0.00179907,-0.00152605,-0.000127876
9.0,155.10204081632654,0.3671875,0.0234375,-0.0142987,0.000515204,-0.000838456
10.0,614.2857142857143,0.9453125,0.8984375,0.0179882,-0.465826,0.0796421
0.0,375.5102040816327,0.4765625,0.4453125,0.0,0.0,0.0
5.0,485.7142857142858,0.4453125,0.1640625,-0.0550477,0.00451451,0.00152834
2.0,761.2244897959184,0.2421875,0.5390625,-0.0240622,0.0358795,-0.00295947
4.0,724.4897959183675,0.0390625,0.8671875,-0.0131986,0.0828799,-0.0158822
7.0,797.9591836734694,0.5078125,0.8984375,0.181548,0.0630599,-0.0321965
5.0,632.6530612244899,0.9296875,0.1640625,-0.000522237,-0.00289763,0.00251959
6.0,504.08163265306126,0.8515625,0.8203125,0.0535763,-0.190962,-0.03384
4.0,944.8979591836736,0.3046875,0.1953125,-0.0265343,0.0119096,0.000355345
10.0,155.10204081632654,0.8515625,0.9921875,0.892221,-0.00380055,0.09876
8.0,540.8163265306123,0.9609375,0.7734375,-0.054199,-0.553441,-0.0155417
6.0,724.4897959183675,0.8359375,0.6328125,-0.101709,-0.294675,-0.0570838
3.0,393.8775510204082,0.2421875,0.6328125,-0.0396869,0.0869349,-0.00988077
4.0,632.6530612244899,0.3203125,0.2109375,-0.0348291,0.0153333,0.000407042
10.0,963.265306122449,0.6015625,0.1640625,-0.109889,-0.0268898,0.000467232
3.0,504.08163265306126,0.2578125,0.8828125,-0.039198,0.0831379,-0.0137773
3.0,595.9183673469388,0.3984375,0.9765625,0.574158,0.00739802,-0.0116456
2.0,908.1632653061224,0.0078125,0.1484375,-4.57354e-05,0.00090676,-3.65156e-05
0.0,283.6734693877551,0.3515625,0.1484375,0.0,0.0,0.0
2.0,210.20408163265307,0.5078125,0.1640625,-0.0410207,0.00114941,0.00296752
9.0,981.6326530612246,0.4140625,0.4453125,-0.185159,0.204588,-0.0341282
3.0,338.7755102040817,0.7578125,0.9296875,0.437963,-0.00727483,-0.0549548
4.0,283.6734693877551,0.3828125,0.6328125,-0.0710693,0.153502,-0.0222906
6.0,136.73469387755102,0.5390625,0.6171875,-0.13601,0.0849151,-0.069141
7.0,687.7551020408164,0.3671875,0.5703125,-0.0678208,0.220351,-0.0266502
1.0,706.1224489795919,0.2890625,0.4296875,-0.0199642,0.0164417,-0.00117232
8.0,504.08163265306126,0.1953125,0.8828125,-0.00524877,0.123939,-0.016301
9.0,155.10204081632654,0.2109375,0.8984375,0.0367725,0.145221,-0.0334864
0.0,540.8163265306123,0.5078125,0.8203125,0.0,0.0,0.0
2.0,632.6530612244899,0.7734375,0.6953125,-0.242664,-0.00250207,-0.0205811
4.0,210.20408163265307,0.3671875,0.0546875,-0.0218666,0.00171073,0.0011645
7.0,265.30612244897964,0.7890625,0.1796875,-0.0302192,-0.0278232,0.00135352
5.0,779.591836734694,0.0078125,0.7265625,-9.36967e-05,0.0136558,-0.0110356
6.0,155.10204081632654,0.7109375,0.3359375,-0.156036,-0.103531,-0.000394457
7.0,981.6326530612246,0.1640625,0.1171875,-0.0172514,0.00949554,8.19469e-06
9.0,136.73469387755102,0.9296875,0.3046875,-0.0105756,-0.0314425,-0.00277194
2.0,779.591836734694,0.1953125,0.8828125,-0.0503653,0.0768662,-0.00944018
0.0,485.7142857142858,0.3515625,0.5859375,0.0,0.0,0.0
6.0,761.2244897959184,0.9296875,0.0546875,0.000470873,0.000207944,0.0018749
7.0,155.10204081632654,0.8046875,0.0234375,-0.00170115,-0.000500742,0.00412958
8.0,614.2857142857143,0.3828125,0.6484375,0.0204274,0.246103,-0.0465532
1.0,412.2448979591837,0.3828125,0.5390625,-0.0446009,0.0229252,-0.00287117
9.0,393.8775510204082,0.3359375,0.4296875,-0.164848,0.192591,-0.0248827
1.0,338.7755102040817,0.2109375,0.9765625,0.517373,0.0166921,-0.0204141
2.0,595.9183673469388,0.1796875,0.4140625,-0.0149999,0.0294278,-0.00172717
6.0,100.0,0.4140625,0.6015625,-0.12973,0.161423,-0.0494205
5.0,632.6530612244899,0.5703125,0.1796875,-0.0504683,-0.00992338,0.00251559
9.0,651.0204081632653,0.7109375,0.3359375,-0.302021,-0.167576,-0.0190026
3.0,687.7551020408164,0.3359375,0.3046875,-0.0304633,0.0189021,-0.000159177
10.0,944.8979591836736,0.0078125,0.0546875,-2.72451e-05,4.62057e-05,5.44594e-05
4.0,944.8979591836736,0.7109375,0.2109375,-0.0287535,-0.0169072,0.00344026
9.0,393.8775510204082,0.2421875,0.3203125,-0.0977068,0.0987125,-0.00478308
8.0,448.9795918367347,0.6328125,0.7421875,0.130874,-0.0134516,-0.0839537
2.0,687.7551020408164,0.9453125,0.0703125,-0.00130424,-0.00172252,0.0042115
6.0,375.5102040816327,0.2265625,0.5546875,-0.0430787,0.148431,-0.0149668
8.0,448.9795918367347,0.6484375,0.3046875,-0.259228,-0.0852098,-0.00931824
0.0,375.5102040816327,0.4296875,0.6796875,0.0,0.0,0.0
9.0,963.265306122449,0.0703125,0.4765625,-0.0076899,0.0862015,-0.00666372
2.0,357.1428571428572,0.4765625,0.2109375,-0.0354071,0.00383397,0.00177469
3.0,797.9591836734694,0.2109375,0.7578125,-0.030028,0.0716181,-0.00846739
7.0,246.9387755102041,0.4296875,0.6953125,0.0245485,0.194748,-0.0624544
3.0,100.0,0.5234375,0.1171875,-0.0513703,-0.00110044,0.00459608
10.0,357.1428571428572,0.6796875,0.6484375,-0.00793758,-0.106648,-0.0950748
0.0,283.6734693877551,0.8828125,0.6015625,0.0,0.0,0.0
3.0,100.0,0.0859375,0.8359375,-0.0600778,0.229773,-0.0778214
7.0,100.0,0.3203125,0.5703125,-0.109676,0.19278,-0.0368436
7.0,504.08163265306126,0.4609375,0.7890625,0.147647,0.152433,-0.0477672
0.0,265.30612244897964,0.3359375,0.1015625,0.0,0.0,0.0
0.0,393.8775510204082,0.2578125,0.4765625,0.0,0.0,0.0
8.0,706.1224489795919,0.6640625,0.9453125,0.417262,0.0100078,-0.0461398
5.0,687.7551020408164,0.6328125,0.6796875,0.0133767,0.0838647,-0.0819364
8.0,540.8163265306123,0.4140625,0.3828125,-0.217663,0.137298,-0.01878
6.0,944.8979591836736,0.6015625,0.8203125,0.195923,0.0805919,-0.0458364
8.0,724.4897959183675,0.2890625,0.3984375,-0.0982803,0.112632,-0.00725544
6.0,761.2244897959184,0.0234375,0.5859375,-0.000396654,0.0349219,-0.0085409
8.0,1000.0,0.0390625,0.9609375,-0.0717815,0.129048,-0.023677
2.0,338.7755102040817,0.2265625,0.8984375,-0.0310375,0.0974648,-0.0182111
3.0,761.2244897959184,0.0546875,0.4140625,-0.00247374,0.0235202,-0.002118
6.0,797.9591836734694,0.5234375,0.1171875,-0.0423543,-0.00344336,0.00163909
7.0,210.20408163265307,0.8984375,0.1171875,-0.00111789,-0.00168847,0.0010883
2.0,632.6530612244899,0.3671875,0.6796875,-0.0503963,0.0481528,-0.00673718
9.0,393.8775510204082,0.3203125,0.4765625,-0.132134,0.221806,-0.0301495
7.0,797.9591836734694,0.1953125,0.9140625,-0.0129683,0.0840861,-0.012088
6.0,761.2244897959184,0.3515625,0.5234375,-0.0758674,0.127643,-0.0115384
3.0,155.10204081632654,0.2109375,0.5390625,-0.0524441,0.118072,-0.013112
0.0,908.1632653061224,0.7734375,0.4296875,0.0,0.0,0.0
0.0,761.2244897959184,0.9765625,0.1015625,0.0,0.0,0.0
2.0,706.1224489795919,0.6796875,0.0390625,-0.0103186,-0.000453198,0.00313568
5.0,136.73469387755102,0.2578125,0.5078125,-0.0844126,0.157076,-0.0180673
10.0,283.6734693877551,0.1484375,0.1953125,-0.0338566,0.0350798,-0.000361352
4.0,412.2448979591837,0.3515625,0.1796875,-0.0424657,0.0126488,0.00088175
9.0,136.73469387755102,0.7578125,0.6328125,-0.188128,-0.281339,-0.0631331
7.0,155.10204081632654,0.2890625,0.0859375,-0.0331031,0.00727776,-0.00043011
8.0,136.73469387755102,0.9140625,0.8046875,-0.07999,-0.552703,0.0502644
7.0,412.2448979591837,0.0078125,0.0546875,-1.7176e-05,4.19806e-06,0.000100834
4.0,265.30612244897964,0.0703125,0.7890625,-0.0193939,0.124099,-0.0260893
1.0,724.4897959183675,0.6015625,0.6484375,-0.0546815,-0.00287257,-0.000191761
2.0,100.0,0.3203125,0.8515625,0.0280018,0.129,-0.0479797
0.0,981.6326530612246,0.5078125,0.5703125,0.0,0.0,0.0
7.0,834.6938775510205,0.3046875,0.7578125,0.0275084,0.139888,-0.0175541
6.0,265.30612244897964,0.6953125,0.0546875,-0.0137204,-0.00356393,0.00337993
2.0,1000.0,0.8046875,0.2890625,-0.0158655,-0.0164045,0.00390237
8.0,357.1428571428572,0.9140625,0.8671875,0.0274014,-0.419815,0.0444496
1.0,1000.0,0.0859375,0.1015625,-0.00226527,0.00269754,-1.21803e-05
0.0,981.6326530612246,0.7265625,0.3359375,0.0,0.0,0.0
2.0,761.2244897959184,0.2890625,0.3828125,-0.0214583,0.0194993,-0.000913312
9.0,706.1224489795919,0.9609375,0.8671875,-0.0533633,-0.615746,0.0385106
4.0,283.6734693877551,0.0546875,0.5390625,-0.00428261,0.0565778,-0.00933043
4.0,834.6938775510205,0.3984375,0.7578125,-0.0134065,0.0917858,-0.013402
6.0,963.265306122449,0.0390625,0.6484375,-0.000780473,0.0511939,-0.00876061
3.0,687.7551020408164,0.4609375,0.8203125,-0.0221505,0.0731271,-0.0148349
7.0,210.20408163265307,0.8984375,0.3046875,-0.0223104,-0.0432731,-0.00198638
9.0,963.265306122449,0.5546875,0.6640625,0.0695403,0.0729718,-0.0831849
0.0,908.1632653061224,0.4765625,0.4140625,0.0,0.0,0.0
3.0,210.20408163265307,0.8203125,0.7890625,-0.0286447,-0.252728,-0.0615607
9.0,595.9183673469388,0.8984375,0.2578125,-0.0139985,-0.0161397,-0.0020952
7.0,1000.0,0.3359375,0.8671875,0.04801,0.0843406,-0.0136634
9.0,687.7551020408164,0.3515625,0.9453125,0.214384,0.0445966,-0.0157172
8.0,540.8163265306123,0.1796875,0.0859375,-0.0169105,0.00623127,-8.14551e-05
10.0,357.1428571428572,0.4609375,0.6796875,0.0664406,0.151683,-0.0845993
1.0,614.2857142857143,0.9453125,0.0703125,-0.00123606,-0.00164048,0.004202
3.0,210.20408163265307,0.4921875,0.2265625,-0.0643611,0.00416636,0.00252766
4.0,210.20408163265307,0.8984375,0.6484375,-0.144983,-0.422621,-0.0164866
2.0,540.8163265306123,0.5546875,0.6328125,-0.0828297,0.034838,-0.0063217
0.0,614.2857142857143,0.5234375,0.9609375,0.0,0.0,0.0
0.0,687.7551020408164,0.4140625,0.1484375,0.0,0.0,0.0
4.0,393.8775510204082,0.9296875,0.1015625,-0.00125981,-0.00203132,0.00447849
9.0,797.9591836734694,0.1328125,0.8046875,0.00379903,0.132471,-0.0162339
9.0,687.7551020408164,0.9765625,0.8203125,-0.0400157,-0.516099,0.00231084
2.0,540.8163265306123,0.5390625,0.3828125,-0.0444999,0.00328926,0.00118535
1.0,595.9183673469388,0.8203125,0.1953125,-0.00934845,-0.008425,0.00427183
7.0,908.1632653061224,0.9765625,0.9921875,0.470735,-0.0866857,0.420477
5.0,944.8979591836736,0.8828125,0.1328125,-0.00392296,-0.00657865,0.00261759
4.0,210.20408163265307,0.4453125,0.6796875,-0.0614356,0.175067,-0.0399317
1.0,834.6938775510205,0.2265625,0.2890625,-0.0104454,0.00990682,-0.000317278
9.0,724.4897959183675,0.4765625,0.2109375,-0.145184,0.0138273,-0.00145312
9.0,761.2244897959184,0.1953125,0.2734375,-0.0498722,0.0509854,-0.00150896
7.0,1000.0,0.0703125,0.1484375,-0.005729,0.0112712,-0.000109142
7.0,191.8367346938776,0.3046875,0.2734375,-0.0996387,0.0599122,-0.00270428
6.0,632.6530612244899,0.8671875,0.4453125,-0.1511,-0.211344,-0.00423786
3.0,448.9795918367347,0.1484375,0.3828125,-0.0148976,0.0385343,-0.00229933
4.0,577.5510204081634,0.2421875,0.7421875,-0.0274911,0.0974392,-0.0127043
1.0,338.7755102040817,0.6953125,0.1171875,-0.0172957,-0.00344437,0.00472067
3.0,595.9183673469388,0.9921875,0.3828125,5.07955e-05,-0.00241276,0.00416041
4.0,136.73469387755102,0.2578125,0.0703125,-0.0184817,0.00400653,-0.000131087
1.0,779.591836734694,0.8671875,0.3671875,-0.00958727,-0.0196007,0.00494401
0.0,210.20408163265307,0.8515625,0.9609375,0.0,0.0,0.0
6.0,706.1224489795919,0.3359375,0.3203125,-0.0690321,0.0404832,-0.0016177
3.0,834.6938775510205,0.6328125,0.8671875,0.0756659,0.0792984,-0.0288511
1.0,779.591836734694,0.5078125,0.9609375,0.328338,0.00848199,-0.0119318
4.0,155.10204081632654,0.3359375,0.7578125,-0.031931,0.17917,-0.037208
2.0,265.30612244897964,0.5859375,0.6171875,-0.14423,0.043653,-0.0117232
2.0,761.2244897959184,0.6015625,0.2578125,-0.0267156,-0.00331171,0.00233417
5.0,577.5510204081634,0.5234375,0.1953125,-0.058417,-0.00490663,0.0021018
7.0,944.8979591836736,0.1484375,0.2421875,-0.0222782,0.0312955,-0.000694473
5.0,393.8775510204082,0.8359375,0.4609375,-0.182306,-0.220522,-0.0053736
6.0,595.9183673469388,0.4453125,0.4609375,-0.173513,0.138778,-0.0163845
10.0,963.265306122449,0.0546875,0.8828125,-0.0175884,0.0912894,-0.0175161
10.0,393.8775510204082,0.4453125,0.0390625,-0.0294498,0.000818503,-9.24646e-05
4.0,136.73469387755102,0.4609375,0.7578125,0.00417856,0.152412,-0.058374
1.0,687.7551020408164,0.3359375,0.6953125,-0.0459507,0.032898,-0.00572986
6.0,393.8775510204082,0.3828125,0.6640625,-0.0120885,0.213912,-0.0361953
10.0,504.08163265306126,0.1015625,0.5390625,-0.013051,0.159613,-0.0150942
0.0,687.7551020408164,0.0234375,0.0703125,0.0,0.0,0.0
8.0,100.0,0.8203125,0.6171875,-0.185352,-0.362735,-0.0173456
5.0,485.7142857142858,0.6796875,0.5859375,-0.177371,-0.0496028,-0.0788772
10.0,614.2857142857143,0.3671875,0.1640625,-0.0950447,0.0246846,-0.000815386
6.0,963.265306122449,0.3671875,0.0078125,-0.0041792,4.46345e-05,0.000679562
10.0,338.7755102040817,0.3515625,0.3671875,-0.19512,0.150289,-0.019555
